word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,confident,resolved_word,normalized_sentiment,sentiment_strength,open_class,closed_class,pos_count,word_length,log_frequency,frequency_rank,cluster,pc1,pc2
verify,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,105,0.2107622641509435,1,verify,-0.11091464142590085,0.11091464142590085,True,False,1,6,4.672828834461906,1149.0,0,1.46733047716877,0.11638342183935559
guidance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,104,0.5356141509433963,1,guidance,0.2139372453665519,0.2139372453665519,True,False,1,8,4.672828834461906,1149.0,0,1.1556749718651167,0.7888384992694899
pics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,99,0.2816792452830189,1,pics,-0.039997660293825454,0.039997660293825454,True,False,1,4,4.672828834461906,1149.0,0,1.8184675339237157,0.3522857476245156
commands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,103,0.0741367924528302,1,commands,-0.24754011312401417,0.24754011312401417,True,False,2,8,4.672828834461906,1149.0,0,1.3617397887397347,-0.9459434322333526
sentence,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,100,0.1396066037735849,1,sentence,-0.18207030180325948,0.18207030180325948,True,False,2,8,4.672828834461906,1149.0,0,1.4809802973771027,-0.5855364964492114
length,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,96,0.1263971698113208,1,length,-0.19527973576552357,0.19527973576552357,True,False,1,6,4.672828834461906,1149.0,0,1.3136758910724282,-0.3480407841373072
factual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,104,0.4691981132075469,1,factual,0.14752120763070253,0.14752120763070253,True,False,1,7,4.672828834461906,1149.0,0,1.357216655611163,0.7403445730323206
except,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105,103,0.440450476190476,1,except,0.11877357061363164,0.11877357061363164,False,True,1,6,4.663439094112067,1156.5,0,1.5008300872819489,0.676259376146175
became,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,96,0.2136866666666666,1,became,-0.10799023891017775,0.10799023891017775,True,False,1,6,4.663439094112067,1156.5,0,1.466086835785835,0.13319745865921717
thinks,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,104,0.1618771428571429,1,thinks,-0.15979976271970145,0.15979976271970145,True,False,1,6,4.663439094112067,1156.5,0,1.371725880000569,-0.1520105073320724
explaining,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,102,0.4508742857142855,1,explaining,0.12919738013744114,0.12919738013744114,True,False,1,10,4.663439094112067,1156.5,0,1.0426667314797438,0.9807287359868488
total,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,105,103,-0.1055047619047618,1,total,-0.42718166748160613,0.42718166748160613,True,False,3,5,4.663439094112067,1156.5,0,1.726172787164599,-2.6305828394408732
indian,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,91,0.4785942857142857,1,indian,0.15691738013744133,0.15691738013744133,True,False,2,6,4.663439094112067,1156.5,0,1.814045102287597,0.1950432251917625
de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,92,0.1663819047619048,1,de,-0.15529500081493958,0.15529500081493958,True,False,1,2,4.663439094112067,1156.5,0,1.8238816050307696,-0.43619392563302567
llms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,98,0.4267355769230768,1,llms,0.10505867134623242,0.10505867134623242,True,False,1,4,4.653960350157523,1164.5,0,1.7347429432863375,0.5284404633626593
move,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,100,0.3759846153846152,1,move,0.05430770980777083,0.05430770980777083,True,False,2,4,4.653960350157523,1164.5,0,2.1691601183785214,0.08570689749189087
beginning,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,104,97,0.2997932692307693,1,beginning,-0.02188363634607504,0.02188363634607504,True,False,3,9,4.653960350157523,1164.5,0,2.013630930947631,-0.08972761664303562
outstanding,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,104,0.8363903846153841,1,outstanding,0.5147134790385397,0.5147134790385397,True,False,1,11,4.653960350157523,1164.5,0,0.39929105617892546,0.891818923974185
repeatedly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104,100,-0.275721153846154,1,repeatedly,-0.5973980594229984,0.5973980594229984,True,False,1,10,4.653960350157523,1164.5,0,0.12401254806850796,-2.251243236090519
social,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,99,0.5633634615384615,1,social,0.24168655596161714,0.24168655596161714,True,False,2,6,4.653960350157523,1164.5,0,1.6917058249768493,0.1590814291968523
nonsense,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104,99,-0.3504807692307692,1,nonsense,-0.6721576748076136,0.6721576748076136,True,False,2,8,4.653960350157523,1164.5,0,0.5750496449263295,-3.281984517351726
doubts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,94,0.5992403846153842,1,doubts,0.27756347903853984,0.27756347903853984,True,False,1,6,4.653960350157523,1164.5,0,1.277568420777893,0.6082539727914352
grateful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0.8371320388349515,1,grateful,0.5154551332581071,0.5154551332581071,True,False,1,8,4.6443908991413725,1171.5,0,0.7247426092220833,0.6604716116496877
difference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,97,0.3566970873786407,1,difference,0.035020181801796335,0.035020181801796335,True,False,1,10,4.6443908991413725,1171.5,0,1.1578084042207084,1.0229430270010664
lately,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,102,0.0970640776699029,1,lately,-0.22461282790694148,0.22461282790694148,True,False,1,6,4.6443908991413725,1171.5,0,1.240418777823059,-0.5073571586786638
delivers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,102,0.5665902912621356,1,delivers,0.2449133856852912,0.2449133856852912,True,False,1,8,4.6443908991413725,1171.5,0,1.0936084469713219,0.77758925192524
earlier,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,103,100,0.2501941747572814,1,earlier,-0.07148273081956297,0.07148273081956297,True,False,2,7,4.6443908991413725,1171.5,0,1.773549211924028,-0.05184442966902264
paste,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,91,0.1821165048543689,1,paste,-0.13956040072247547,0.13956040072247547,True,False,2,5,4.6443908991413725,1171.5,0,1.871534586202208,-0.5810983684174286
characters,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,93,0.3710333333333334,1,characters,0.04935642775648902,0.04935642775648902,True,False,1,10,4.634728988229636,1177.5,0,1.132021901388843,1.017422382561711
decent,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,102,101,0.2180941176470588,1,decent,-0.10358278792978556,0.10358278792978556,True,False,2,6,4.634728988229636,1177.5,0,1.81983302868321,-0.3051130339271827
windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,96,0.3392450980392157,1,windows,0.017568192462371346,0.017568192462371346,True,False,1,7,4.634728988229636,1177.5,0,1.5083264486378611,0.7994471498158149
wasting,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,102,99,-0.246606862745098,1,wasting,-0.5682837683219424,0.5682837683219424,True,False,2,7,4.634728988229636,1177.5,0,0.8624829160443033,-2.786015415797
alone,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,102,99,0.4527411764705883,1,alone,0.13106427089374395,0.13106427089374395,True,False,2,5,4.634728988229636,1177.5,0,1.940779201820799,0.13112005309459657
suggestion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,96,0.5646207920792078,1,suggestion,0.24294388650236343,0.24294388650236343,True,False,1,10,4.624972813284271,1184.5,0,0.8614920680350582,0.9343382423341062
programming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,99,0.5471940594059403,1,programming,0.22551715382909598,0.22551715382909598,True,False,2,11,4.624972813284271,1184.5,0,1.1394860592475666,0.5544240611635772
finish,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,97,0.1942940594059406,1,finish,-0.12738284617090376,0.12738284617090376,True,False,2,6,4.624972813284271,1184.5,0,1.7698997632225844,-0.43541080899691137
ans,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,88,0.1596366336633663,1,ans,-0.16204027191347806,0.16204027191347806,True,False,1,3,4.624972813284271,1184.5,0,1.6745198123577412,-0.3932303158844715
structured,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,101,100,0.6129643564356434,1,structured,0.29128745085879904,0.29128745085879904,True,False,2,10,4.624972813284271,1184.5,0,1.1608003897302375,0.4487066130732829
verified,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,101,99,0.4384990099009899,1,verified,0.11682210432414553,0.11682210432414553,True,False,2,8,4.624972813284271,1184.5,0,1.620647977704585,0.3697418217626683
deleting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,98,-0.0458207920792079,1,deleting,-0.3674976976560523,0.3674976976560523,True,False,1,8,4.624972813284271,1184.5,0,0.7453801584876051,-1.1380324238835549
concise,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,99,0.6213109999999995,1,concise,0.29963409442315514,0.29963409442315514,True,False,1,7,4.61512051684126,1191.0,0,1.1106834896564508,0.6787709342255718
superior,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,99,0.5641319999999997,1,superior,0.24245509442315538,0.24245509442315538,True,False,2,8,4.61512051684126,1191.0,0,1.4428770767592762,0.31606552688266326
older,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,92,0.293508,1,older,-0.028168905576844372,0.028168905576844372,True,False,1,5,4.61512051684126,1191.0,0,1.6898862392463447,0.4989238057634577
brainstorming,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0.7109800000000003,1,brainstorming,0.3893030944231559,0.3893030944231559,True,False,2,13,4.61512051684126,1191.0,0,0.6877205361339408,0.6387222531686857
instantly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,100,0.4799539999999999,1,instantly,0.15827709442315552,0.15827709442315552,True,False,1,9,4.61512051684126,1191.0,0,1.081438851059003,0.894455356810361
adding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,97,0.3828050505050506,1,adding,0.06112814492820623,0.06112814492820623,True,False,1,6,4.605170185988092,1197.5,0,1.540334953191123,0.7054902484979648
hello,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,0.3623505050505051,1,hello,0.040673599473660726,0.040673599473660726,True,False,1,5,4.605170185988092,1197.5,0,1.679211172155305,0.6370995722478219
sometime,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,99,94,0.1071979797979798,1,sometime,-0.21447892577886457,0.21447892577886457,True,False,2,8,4.605170185988092,1197.5,0,1.3762935588395675,-0.7589522665730576
via,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,95,0.1356080808080807,1,via,-0.18606882476876366,0.18606882476876366,True,False,1,3,4.605170185988092,1197.5,0,1.6177544125510908,-0.524080169432345
view,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,92,0.2787919191919191,1,view,-0.04288498638492527,0.04288498638492527,True,False,2,4,4.605170185988092,1197.5,0,2.1327696738277724,-0.12332092984849129
supposed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99,97,0.0527717171717171,1,supposed,-0.2689051884051273,0.2689051884051273,True,False,2,8,4.605170185988092,1197.5,0,1.2771667230069248,-1.0585652048662813
legal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,92,0.2959090909090908,1,legal,-0.025767814667753575,0.025767814667753575,True,False,1,5,4.605170185988092,1197.5,0,1.6877358885144982,0.512857093554357
format,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,88,0.479260606060606,1,format,0.15758370048376164,0.15758370048376164,True,False,2,6,4.605170185988092,1197.5,0,1.7740457465984703,0.19903091730665648
heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,93,0.736377551020408,1,heart,0.41470064544356366,0.41470064544356366,True,False,1,5,4.59511985013459,1203.0,0,1.162983686516084,0.47587434024313396
potential,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,97,0.5303316326530609,1,potential,0.20865472707621657,0.20865472707621657,True,False,2,9,4.59511985013459,1203.0,0,1.3651841189623353,0.40934986029497955
pass,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,97,94,0.3431711340206184,1,pass,0.02149422844377402,0.02149422844377402,True,False,3,4,4.584967478670572,1208.5,0,2.5342127127060463,-0.3598626357488666
public,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,86,0.2920628865979381,1,public,-0.029614018978906254,0.029614018978906254,True,False,2,6,4.584967478670572,1208.5,0,1.9223853350142261,0.10561362478115609
white,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,82,0.5366350515463919,1,white,0.21495814596954754,0.21495814596954754,True,False,2,5,4.584967478670572,1208.5,0,1.7942280355939246,0.09833588724034781
repeat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,93,0.0191927835051546,1,repeat,-0.3024841220716898,0.3024841220716898,True,False,2,6,4.584967478670572,1208.5,0,1.4254055938430472,-1.3965180560473878
report,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,84,0.0406432989690721,1,report,-0.28103360660777227,0.28103360660777227,True,False,2,6,4.584967478670572,1208.5,0,1.4644735294740212,-1.2784344020184344
select,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,86,0.1051979381443298,1,select,-0.21647896743251455,0.21647896743251455,True,False,2,6,4.584967478670572,1208.5,0,1.5820472303122164,-0.9230654277316557
spend,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,95,0.241419587628866,1,spend,-0.08025731794797836,0.08025731794797836,True,False,2,5,4.584967478670572,1208.5,0,1.941136225282829,-0.2504198092857266
font,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,69,0.2678468750000003,1,font,-0.053830030576844046,0.053830030576844046,True,False,1,4,4.574710978503383,1217.0,0,1.7277650410732366,0.2833093640216958
logic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,89,0.2045197916666667,1,logic,-0.11715711391017766,0.11715711391017766,True,False,1,5,4.574710978503383,1217.0,0,1.5014392994162047,0.011943460483710481
late,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,96,90,0.331125,1,late,0.00944809442315564,0.00944809442315564,True,False,3,4,4.574710978503383,1217.0,0,2.5433672719057774,-0.3538573578767093
allowing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0.3278770833333331,1,allowing,0.006200177756488734,0.006200177756488734,True,False,1,8,4.574710978503383,1217.0,0,1.3734012440420866,0.8859378566018313
science,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,92,0.5506541666666668,1,science,0.22897726108982241,0.22897726108982241,True,False,1,7,4.574710978503383,1217.0,0,1.1806471718409284,0.7122521023846613
meaning,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96,89,0.2908208333333335,1,meaning,-0.03085607224351089,0.03085607224351089,True,False,3,7,4.574710978503383,1217.0,0,2.167087416559327,-0.2878915155484858
sounds,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,87,0.5305302083333333,1,sounds,0.20885330275648895,0.20885330275648895,True,False,2,6,4.574710978503383,1217.0,0,1.6842942417756988,0.17901463561611392
resources,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,91,0.3783708333333334,1,resources,0.056693927756489015,0.056693927756489015,True,False,1,9,4.574710978503383,1217.0,0,1.1935685499704995,0.9413245481299068
educational,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,94,0.5840726315789471,1,educational,0.2623957260021027,0.2623957260021027,True,False,2,11,4.564348191467836,1226.5,0,1.048732532168466,0.5428889531603999
deserves,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0.539543157894737,1,deserves,0.21786625231789258,0.21786625231789258,True,False,1,8,4.564348191467836,1226.5,0,1.0771873332981057,0.7951330872688501
breaks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,93,0.3517273684210526,1,breaks,0.03005046284420826,0.03005046284420826,True,False,2,6,4.564348191467836,1226.5,0,1.9204589548284234,0.25724402930747664
generates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,92,0.2524294736842106,1,generates,-0.06924743189263377,0.06924743189263377,True,False,1,9,4.564348191467836,1226.5,0,1.137125102472225,0.5854904560389927
expectations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0.4157789473684208,1,expectations,0.09410204179157644,0.09410204179157644,True,False,1,12,4.564348191467836,1226.5,0,0.8019804966866365,1.1576924993935593
window,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,83,0.1700736842105262,1,window,-0.15160322136631815,0.15160322136631815,True,False,1,6,4.564348191467836,1226.5,0,1.3200934578203423,-0.09960903457864045
subscribe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,89,0.0117221052631579,1,subscribe,-0.30995480031368644,0.30995480031368644,True,False,1,9,4.564348191467836,1226.5,0,0.6987235176155143,-0.7395875199501393
r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,74,0.2624821052631579,1,r,-0.05919480031368646,0.05919480031368646,True,False,1,1,4.564348191467836,1226.5,0,2.0433363701505556,0.02286585799385733
deeply,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,94,0.4577831578947369,1,deeply,0.13610625231789253,0.13610625231789253,True,False,1,6,4.564348191467836,1226.5,0,1.410637292735901,0.6760361110940729
lose,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,92,0.1256691489361701,1,lose,-0.19600775664067427,0.19600775664067427,True,False,1,4,4.553876891600541,1236.5,0,1.453372511211975,-0.497697934995542
steps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,0.2311170212765957,1,steps,-0.09055988430024867,0.09055988430024867,True,False,2,5,4.553876891600541,1236.5,0,1.8996590608249866,-0.30467266647705715
query,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,89,0.1096861702127659,1,query,-0.21199073536407848,0.21199073536407848,True,False,1,5,4.553876891600541,1236.5,0,1.3132748340747977,-0.5084377067991399
auto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,86,0.0467244680851063,1,auto,-0.27495243749173803,0.27495243749173803,True,False,1,4,4.553876891600541,1236.5,0,1.3095901524576987,-0.9322831269795793
turned,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94,93,0.1675946808510638,1,turned,-0.15408222472578056,0.15408222472578056,True,False,2,6,4.553876891600541,1236.5,0,1.6729776964081042,-0.5771134472579985
yesterday,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,84,0.0290968085106383,1,yesterday,-0.2925800970662061,0.2925800970662061,True,False,2,9,4.553876891600541,1236.5,0,1.0877674155392492,-1.1077986046388415
functions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,0.3228223404255319,1,functions,0.0011454348486875099,0.0011454348486875099,True,False,2,9,4.553876891600541,1236.5,0,1.6190833465727508,0.5023394164930214
box,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,81,0.1943755319148935,1,box,-0.12730137366195085,0.12730137366195085,True,False,2,3,4.553876891600541,1236.5,0,2.054717184071084,-0.6614230256335667
connect,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,90,0.3482702127659574,1,connect,0.026593307189113014,0.026593307189113014,True,False,1,7,4.553876891600541,1236.5,0,1.4411408548785885,0.8015357849303925
par,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93,83,0.2503666666666666,1,par,-0.07131023891017774,0.07131023891017774,True,False,3,3,4.543294782270004,1244.0,0,2.5148001125128676,-0.8171210744449874
applications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,89,0.5503903225806451,1,applications,0.22871341700380077,0.22871341700380077,True,False,1,12,4.543294782270004,1244.0,0,0.6035088343861131,1.1010433664599544
numbers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,79,0.0252956989247312,1,numbers,-0.29638120665211315,0.29638120665211315,True,False,2,7,4.543294782270004,1244.0,0,1.2957044223142724,-1.2824361989912425
opening,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,90,0.2487021505376344,1,opening,-0.07297475503920997,0.07297475503920997,True,False,2,7,4.543294782270004,1244.0,0,1.7025957572026509,-0.05259861376072594
community,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,92,0.6097473118279568,1,community,0.28807040625111247,0.28807040625111247,True,False,2,9,4.543294782270004,1244.0,0,1.2207644613044872,0.37890764713004693
fail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,90,-0.1009249999999999,1,fail,-0.4226019055768443,0.4226019055768443,True,False,2,4,4.532599493153256,1251.5,0,1.3916139867176351,-2.208224949868978
functionality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,87,0.2374902173913045,1,functionality,-0.08418668818553987,0.08418668818553987,True,False,1,13,4.532599493153256,1251.5,0,0.64385964946097,0.8146410047342777
rules,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,85,0.0983326086956522,1,rules,-0.22334429688119217,0.22334429688119217,True,False,2,5,4.532599493153256,1251.5,0,1.6435351134458347,-1.0340796730808937
communication,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,90,0.5533347826086957,1,communication,0.23165787703185137,0.23165787703185137,True,False,1,13,4.532599493153256,1251.5,0,0.4813390598703543,1.1777983009616597
confident,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,88,0.6714923913043479,1,confident,0.34981548572750354,0.34981548572750354,True,False,2,9,4.532599493153256,1251.5,0,1.1294117131878567,0.35296230999993017
reach,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,89,0.2557641304347826,1,reach,-0.06591277514206179,0.06591277514206179,True,False,2,5,4.532599493153256,1251.5,0,1.9302659646431677,-0.1674296675103512
id,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,89,0.3811250000000001,1,id,0.05944809442315574,0.05944809442315574,True,False,1,2,4.532599493153256,1251.5,0,1.937001487180651,0.40264795412484383
teach,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92,84,0.5330576086956523,1,teach,0.21138070311880797,0.21138070311880797,True,False,2,5,4.532599493153256,1251.5,0,1.7621095918564187,0.10390895612352577
irritating,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,87,-0.3185847826086956,1,irritating,-0.64026168818554,0.64026168818554,True,False,2,10,4.532599493153256,1251.5,0,0.32926232200649186,-2.9429547590171974
handle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90,0.1879417582417583,1,handle,-0.13373514733508607,0.13373514733508607,True,False,2,6,4.5217885770490405,1262.0,0,1.6876236801699778,-0.46266320578081227
cache,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0.1226945054945054,1,cache,-0.19898240008233897,0.19898240008233897,True,False,1,5,4.5217885770490405,1262.0,0,1.3145547285784784,-0.43438675016241646
security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,87,0.396821978021978,1,security,0.07514507244513363,0.07514507244513363,True,False,1,8,4.5217885770490405,1262.0,0,1.2415436746285597,0.8602041027947427
refuses,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,85,-0.1263208791208792,1,refuses,-0.44799778469772356,0.44799778469772356,True,False,1,7,4.5217885770490405,1262.0,0,0.639046121173886,-1.6507088842924158
favourite,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,85,0.5159571428571427,1,favourite,0.1942802372802983,0.1942802372802983,True,False,2,9,4.5217885770490405,1262.0,0,1.3333445212303066,0.42117221675526473
