word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_class,closed_class,class_type,actual,predicted,actual_label,predicted_label
est,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.72105,3,1,est,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
narcissus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6186,9,1,narcissus,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,262,0.1988143646408839,2,0,ke,0.0002657859996857,-1.443396399146902,0.0,False,False,unknown,unknown,both,unknown,both
seattle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.0644,7,1,seattle,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
unintentional,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3612,13,1,unintentional,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
appreciates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.968,11,1,appreciates,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
invigilations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8555,13,1,invigilations,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
yeld,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7499,4,1,yeld,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
coversation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3241499999999999,11,1,coversation,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
wraparound,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7506,10,1,wraparound,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
frm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.134525,3,1,frm,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,closed,unknown,closed
chic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.8764000000000001,4,1,chic,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,closed,open,closed
toooo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.44414,5,1,toooo,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
wah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5146000000000001,3,1,wah,2.2026464062355453e-06,-2.283721559591693,0.0666666666666666,True,False,open,open,unknown,open,unknown
leonardo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9273,8,1,leonardo,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
maar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,maar,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
image's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.075025,7,0,images,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
acceding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5574,8,1,acceding,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
whatever,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,342,326,0.352688596491228,8,1,whatever,0.0002511016903108,-1.4533605720472,0.1333333333333333,True,False,open,open,closed,open,closed
statue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.36135,6,1,statue,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
cited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,0.4931883720930232,5,0,citer,6.314253031208563e-05,-1.695386534107106,0.0,False,False,unknown,unknown,open,unknown,open
pharmaceutical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2382,14,1,pharmaceutical,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
canadians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.932,9,1,canadians,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
tysm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3661,4,1,tysm,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,closed,unknown,closed
calisthenics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6249,12,1,calisthenics,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
controllers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9274,11,1,controllers,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
model,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,866,737,0.3395160508083142,5,1,model,0.0006358305959333,-1.2904731941312266,0.2,True,False,open,open,both,open,both
coin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0189999999999999,4,1,coin,2.2026464062355453e-06,-2.283721559591693,0.1333333333333333,True,False,open,open,closed,open,closed
nourishment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9619,11,1,nourishment,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
his,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,397,325,0.4084604534005037,3,1,his,0.0002914835410918,-1.427215545604274,0.1333333333333333,False,True,closed,closed,both,closed,both
struck,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.09575,6,1,struck,1.4684309374903631e-06,-2.354808616279037,0.1333333333333333,True,False,open,open,unknown,open,unknown
shareing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2061,8,0,sharing,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
unexpressed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,11,1,unexpressed,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
manly,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6705,5,1,manly,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
watersheds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1531,10,1,watersheds,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
incarnation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8439,11,1,incarnation,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
i'll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,328,0.2784230547550433,4,1,i'll,0.0002547727676545,-1.450815937333526,0.0,False,False,unknown,unknown,both,unknown,both
junky,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9834,5,1,junky,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
cristiano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.45555,9,1,cristiano,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
watchlist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,9,1,watchlist,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
agal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9062,4,1,agal,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.04454,2,0,ir,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,closed,unknown,closed
uppercase,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9393,9,1,uppercase,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
subscription,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,900,0.0593652542372881,12,1,subscription,0.0007797368278073,-1.254703195161947,0.0666666666666666,True,False,open,open,both,open,both
mix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,0.2469037037037037,3,1,mix,1.9823817656119905e-05,-1.8984991940650944,0.1333333333333333,True,False,open,open,closed,open,closed
viva,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.712,4,1,viva,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
points,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,85,0.5043666666666666,6,1,points,6.607939218706635e-05,-1.6874159682100434,0.1333333333333333,True,False,open,open,closed,open,closed
dive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0.6061976190476189,4,1,dive,3.0837049687297635e-05,-1.8210360800276555,0.1333333333333333,True,False,open,open,closed,open,closed
moons,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8318,5,1,moons,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
uninspired,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8658,10,1,uninspired,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5383,4466,0.3195562697380638,2,1,or,0.0039522818682553,-0.970139061804651,0.0666666666666666,False,True,closed,closed,both,closed,both
assessing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9653,9,1,assessing,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
eventhough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.0488199999999999,10,0,even though,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
phots,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-0.6253,5,1,phots,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
villager,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8462,8,1,villager,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
frustrating,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,436,422,-0.3129025229357796,11,1,frustrating,0.0003201179443728,-1.410786805013585,0.0666666666666666,True,False,open,open,both,open,both
continue,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,347,337,0.3037927953890493,8,1,continue,0.0002547727676545,-1.450815937333526,0.1333333333333333,True,False,open,open,closed,open,closed
will,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3210,2777,0.34177492211838,4,1,will,0.002356831654672,-1.0607762669810383,0.2,True,False,open,open,both,open,both
quires,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9001,6,1,quires,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
reformatting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5106,12,1,reformatting,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
anthropics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.5524166666666666,10,1,anthropics,8.810585624942181e-06,-2.0406733074397825,0.0,False,False,unknown,unknown,open,unknown,open
xw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2,0,xw,7.342154687451817e-07,-2.4763327423549923,0.0,False,False,unknown,unknown,closed,unknown,closed
spatial,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8973,7,1,spatial,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
nervi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5,1,nervi,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
mean,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,229,215,0.2588903930131006,4,1,mean,0.0001681353423426,-1.523680352875192,0.2,True,False,open,open,both,open,both
homeland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7506,8,1,homeland,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
lakh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,lakh,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,closed,open,closed
tuning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.49135,6,1,tuning,5.873723749961453e-06,-2.111760364127126,0.1333333333333333,True,False,open,open,closed,open,closed
pranks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6597,6,1,pranks,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
ago,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,220,216,0.1583463636363636,3,1,ago,0.0001615274031239,-1.5307098034862614,0.1333333333333333,True,False,open,open,both,open,both
hdds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0498,4,1,hdds,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
testimonial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9666,11,1,testimonial,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
insure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3182,6,1,insure,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
metro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9411,5,1,metro,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
overreliance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9807,12,1,overreliance,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bitten,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4323,6,1,bitten,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
stank,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.0258,5,1,stank,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
chahe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.40149,5,0,chafe,7.342154687451817e-06,-2.072638333736642,0.0,False,False,unknown,unknown,open,unknown,open
becz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.1435,4,1,becz,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
pucho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.21008125,5,1,pucho,1.1747447499922908e-05,-1.990236238051171,0.0,False,False,unknown,unknown,open,unknown,open
hogi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.5165666666666667,4,0,hog,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,closed,unknown,closed
goof,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7501,4,1,goof,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
detest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3545666666666666,6,0,detent,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
exaggerating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.27134,12,0,exaggerative,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
nephron,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6103,7,1,nephron,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
microgrids,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9454,10,1,microgrids,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bring,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,162,0.3991836257309943,5,1,bring,0.0001255508451554,-1.5748846981231557,0.0666666666666666,True,False,open,open,both,open,both
entries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.7827799999999999,7,0,entjies,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
dnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.36755,3,1,dnt,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
bruhhh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.3458,6,1,bruhhh,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
accha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,47,0.3062132075471698,5,0,accra,3.891341984349463e-05,-1.7802522148816102,0.0,False,False,unknown,unknown,open,unknown,open
pounding,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8987,8,1,pounding,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
duties,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7163,6,1,duties,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
nail,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.5522714285714286,4,1,nail,5.139508281216272e-06,-2.13517138886691,0.1333333333333333,True,False,open,open,closed,open,closed
cartoonish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.77535,10,1,cartoonish,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
apna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0.1665227272727272,4,0,ana,1.6152740312394e-05,-1.9344042121046117,0.0,False,False,unknown,unknown,closed,unknown,closed
devotional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9274,10,1,devotional,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
won,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.722370588235294,3,1,won,1.2481662968668089e-05,-1.9796073927041031,0.2,True,False,open,open,closed,open,closed
wherever,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,9,0.6679,8,1,wherever,6.607939218706635e-06,-2.0911103768283934,0.1333333333333333,True,True,both,both,open,both,open
breather,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,breather,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
impressive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180,175,0.7775377777777777,10,1,impressive,0.0001321587843741,-1.565891842134088,0.0666666666666666,True,False,open,open,both,open,both
useage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.1513,6,0,usage,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,open,unknown,open
anthony,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4215,7,1,anthony,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
lags,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,-0.0128130434782608,4,1,lags,3.377391156227836e-05,-1.805086702818769,0.0666666666666666,True,False,open,open,closed,open,closed
brainwashing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9614,12,1,brainwashing,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
gaves,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9377,5,1,gaves,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
deti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.1222736842105263,4,0,deth,1.3950093906158452e-05,-1.9601070636497544,0.0,False,False,unknown,unknown,closed,unknown,closed
hua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0.25145,3,1,hua,1.7621171249884363e-05,-1.9191491813638268,0.0,False,False,unknown,unknown,closed,unknown,closed
vendors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.31645,7,1,vendors,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
particle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,particle,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3258,3005,0.3321393799877218,4,1,from,0.0023920739971718,-1.058174033620303,0.0666666666666666,False,True,closed,closed,both,closed,both
classifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,15,1,classifications,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
universes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8834,9,1,universes,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
commerce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4754,8,1,commerce,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
reacted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8526,7,1,reacted,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
very,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12963,8893,0.5348888220319377,4,1,very,0.0095176351213437,-0.8160565192210021,0.1333333333333333,True,False,open,open,both,open,both
fuel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.739325,4,1,fuel,2.9368618749807267e-06,-2.233284490203081,0.1333333333333333,True,False,open,open,closed,open,closed
iso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0711,3,1,iso,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
openclaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.7080500000000001,8,1,openclaw,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
briefs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8519,6,1,briefs,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
its,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3602,3053,0.3937023875624648,3,1,its,0.0026446441184201,-1.0405759332334257,0.1333333333333333,True,False,open,open,both,open,both
samajhne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.0433666666666666,8,1,samajhne,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
can,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5909,5094,0.4809369605686223,3,1,can,0.0043384792048152,-0.9537936325743164,0.2,True,False,open,open,both,open,both
pandora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.1586,7,1,pandora,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
excruciatingly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.3182,14,1,excruciatingly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
shivas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0387,6,1,shivas,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
farting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5204,7,1,farting,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
metres,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5239,6,1,metres,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
adoption,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9416,8,1,adoption,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
regen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7664,5,1,regen,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
unprompted,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9768,10,1,unprompted,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
educates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9509,8,1,educates,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
doin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.05995,4,1,doin,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
condescendingly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4199,15,1,condescendingly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
